POS Item Number,POS Item Name,POS UPC,Mfg Name
694012701,THE BEST MOUSE COOKIE,97806,HARPER COLLINS PUBLISHERS
97806,BEST MOUSE COOKIE BOARD BOOK,,HARPER COLLINS PUBLISHERS
"0047","PLAYTIME BABY LITTLE PRINCE","","ADORA","201220936","37.99"
"0047","PLAYTIME BABY LITTLE PRINCE","","ADORA","201220936","37.99"
"0044","ADORA NURSERYTIME BABY","0010475103021","ADORA","20103002","79.99"
"0045","ADORA LITTLE PRINCESS LT.SKIN/BLUE EYES","0010475209358","ADORA","201220935","29.99"
"0046","PLAYTIME BABY LITTLE PRINCE","","ADORA","201220936","37.99"
